date,status,temperature,wind,status_day,status_night,temp_day,temp_night,wind_day,wind_night,wind_dir_day,wind_force_day,wind_dir_night,wind_force_night
2014年07月17日,阴 /阴,31℃ / 25℃,南风 3-4级 /南风 3-4级,阴,阴,31,25,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年07月18日,小雨 /多云,31℃ / 24℃,南风 3-4级 /南风 3-4级,小雨,多云,31,24,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年07月19日,多云 /多云,34℃ / 26℃,东南风 3-4级 /东南风 3-4级,多云,多云,34,26,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年07月20日,多云 /晴,35℃ / 26℃,东南风 3-4级 /东南风 3-4级,多云,晴,35,26,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年07月21日,晴 /多云,35℃ / 26℃,南风 3-4级 /南风 3-4级,晴,多云,35,26,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年07月22日,多云 /多云,35℃ / 27℃,南风 3-4级 /南风 3-4级,多云,多云,35,27,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年07月23日,多云 /多云,35℃ / 26℃,东南风 3-4级 /东南风 3-4级,多云,多云,35,26,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年07月24日,小雨 /大雨,34℃ / 25℃,东南风 5-6级 /东南风 3-4级,小雨,大雨,34,25,东南风 5-6级,东南风 3-4级,东南风,5-6级,东南风,3-4级
2014年07月25日,小雨 /阴,29℃ / 23℃,北风 4-5级 /北风 3-4级,小雨,阴,29,23,北风 4-5级,北风 3-4级,北风,4-5级,北风,3-4级
2014年07月26日,多云 /多云,29℃ / 23℃,东风 3-4级 /东南风 3-4级,多云,多云,29,23,东风 3-4级,东南风 3-4级,东风,3-4级,东南风,3-4级
2014年07月27日,小雨 /多云,28℃ / 21℃,东风 3-4级 /东风 3-4级,小雨,多云,28,21,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年07月28日,多云 /多云,30℃ / 23℃,东风 3-4级 /东风 3-4级,多云,多云,30,23,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年07月29日,多云 /晴,31℃ / 25℃,东风 3-4级 /东南风 3-4级,多云,晴,31,25,东风 3-4级,东南风 3-4级,东风,3-4级,东南风,3-4级
2014年07月30日,多云 /多云,34℃ / 25℃,东南风 3-4级 /东南风 3-4级,多云,多云,34,25,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年07月31日,多云 /阴,33℃ / 25℃,南风 3-4级 /东风 3-4级,多云,阴,33,25,南风 3-4级,东风 3-4级,南风,3-4级,东风,3-4级
2014年08月01日,小雨 /小雨,28℃ / 24℃,东北风 4-5级 /东北风 4-5级,小雨,小雨,28,24,东北风 4-5级,东北风 4-5级,东北风,4-5级,东北风,4-5级
2014年08月02日,小雨 /阴,31℃ / 25℃,东北风 4-5级 /北风 4-5级,小雨,阴,31,25,东北风 4-5级,北风 4-5级,东北风,4-5级,北风,4-5级
2014年08月03日,晴 /晴,33℃ / 26℃,西北风 4-5级 /西北风 3-4级,晴,晴,33,26,西北风 4-5级,西北风 3-4级,西北风,4-5级,西北风,3-4级
2014年08月04日,晴 /晴,35℃ / 27℃,西风 3-4级 /东南风 3-4级,晴,晴,35,27,西风 3-4级,东南风 3-4级,西风,3-4级,东南风,3-4级
2014年08月05日,多云 /多云,35℃ / 27℃,东南风 3-4级 /东南风 3-4级,多云,多云,35,27,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年08月06日,多云 /阴,34℃ / 26℃,东风 3-4级 /东北风 3-4级,多云,阴,34,26,东风 3-4级,东北风 3-4级,东风,3-4级,东北风,3-4级
2014年08月07日,中雨 /中雨,28℃ / 23℃,东北风 4-5级 /东北风 3-4级,中雨,中雨,28,23,东北风 4-5级,东北风 3-4级,东北风,4-5级,东北风,3-4级
2014年08月08日,小雨 /阴,26℃ / 22℃,东北风 4-5级 /东北风 4-5级,小雨,阴,26,22,东北风 4-5级,东北风 4-5级,东北风,4-5级,东北风,4-5级
2014年08月09日,小雨 /小雨,27℃ / 21℃,东北风 3-4级 /北风 3-4级,小雨,小雨,27,21,东北风 3-4级,北风 3-4级,东北风,3-4级,北风,3-4级
2014年08月10日,小雨 /阴,28℃ / 22℃,北风 3-4级 /南风 3-4级,小雨,阴,28,22,北风 3-4级,南风 3-4级,北风,3-4级,南风,3-4级
2014年08月11日,多云 /多云,29℃ / 22℃,西南风 3-4级 /东风 3-4级,多云,多云,29,22,西南风 3-4级,东风 3-4级,西南风,3-4级,东风,3-4级
2014年08月12日,阴 /小雨,29℃ / 21℃,西风 3-4级 /东风 3-4级,阴,小雨,29,21,西风 3-4级,东风 3-4级,西风,3-4级,东风,3-4级
2014年08月13日,中雨 /中雨,22℃ / 21℃,东风 3-4级 /东风 3-4级,中雨,中雨,22,21,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年08月14日,中雨 /多云,24℃ / 20℃,东北风 3-4级 /东风 3-4级,中雨,多云,24,20,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年08月15日,多云 /多云,29℃ / 21℃,西风 3-4级 /东南风 3-4级,多云,多云,29,21,西风 3-4级,东南风 3-4级,西风,3-4级,东南风,3-4级
2014年08月16日,阴 /小雨,28℃ / 21℃,东风 3-4级 /东风 3-4级,阴,小雨,28,21,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年08月17日,阴 /阴,27℃ / 22℃,东风 4-5级 /东北风 3-4级,阴,阴,27,22,东风 4-5级,东北风 3-4级,东风,4-5级,东北风,3-4级
2014年08月18日,小雨 /小雨,26℃ / 21℃,东北风 3-4级 /东北风 3-4级,小雨,小雨,26,21,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年08月19日,小雨 /多云,27℃ / 20℃,北风 3-4级 /东北风 3-4级,小雨,多云,27,20,北风 3-4级,东北风 3-4级,北风,3-4级,东北风,3-4级
2014年08月20日,阴 /阴,26℃ / 20℃,东风 3-4级 /东北风 4-5级,阴,阴,26,20,东风 3-4级,东北风 4-5级,东风,3-4级,东北风,4-5级
2014年08月21日,多云 /多云,30℃ / 21℃,西风 3-4级 /东南风 3-4级,多云,多云,30,21,西风 3-4级,东南风 3-4级,西风,3-4级,东南风,3-4级
2014年08月22日,多云 /多云,30℃ / 23℃,南风 3-4级 /南风 3-4级,多云,多云,30,23,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年08月23日,阴 /小雨,30℃ / 24℃,东南风 3-4级 /东南风 3-4级,阴,小雨,30,24,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年08月24日,大雨 /小雨,27℃ / 22℃,南风 3-4级 /东北风 3-4级,大雨,小雨,27,22,南风 3-4级,东北风 3-4级,南风,3-4级,东北风,3-4级
2014年08月25日,多云 /多云,28℃ / 21℃,西北风 3-4级 /北风 3-4级,多云,多云,28,21,西北风 3-4级,北风 3-4级,西北风,3-4级,北风,3-4级
2014年08月26日,多云 /多云,30℃ / 21℃,北风 3-4级 /东风 3-4级,多云,多云,30,21,北风 3-4级,东风 3-4级,北风,3-4级,东风,3-4级
2014年08月27日,小雨 /小雨,26℃ / 20℃,东风 3-4级 /东北风 3-4级,小雨,小雨,26,20,东风 3-4级,东北风 3-4级,东风,3-4级,东北风,3-4级
2014年08月28日,小雨 /小雨,23℃ / 20℃,东北风 3-4级 /东北风 3-4级,小雨,小雨,23,20,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年08月29日,多云 /多云,27℃ / 20℃,东风 3-4级 /东风 3-4级,多云,多云,27,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年08月30日,阴 /小雨,29℃ / 21℃,东风 3-4级 /东南风 3-4级,阴,小雨,29,21,东风 3-4级,东南风 3-4级,东风,3-4级,东南风,3-4级
2014年08月31日,中雨 /中雨,24℃ / 22℃,东南风 3-4级 /东北风 3-4级,中雨,中雨,24,22,东南风 3-4级,东北风 3-4级,东南风,3-4级,东北风,3-4级
2014年09月01日,小雨 /小雨,24℃ / 21℃,东风 4-5级 /西风 4-5级,小雨,小雨,24,21,东风 4-5级,西风 4-5级,东风,4-5级,西风,4-5级
2014年09月02日,大雨 /中雨,25℃ / 21℃,西风 4-5级 /北风 4-5级,大雨,中雨,25,21,西风 4-5级,北风 4-5级,西风,4-5级,北风,4-5级
2014年09月03日,阴 /阴,26℃ / 19℃,西北风 3-4级 /北风 3-4级,阴,阴,26,19,西北风 3-4级,北风 3-4级,西北风,3-4级,北风,3-4级
2014年09月04日,多云 /多云,28℃ / 20℃,北风 3-4级 /东南风 3-4级,多云,多云,28,20,北风 3-4级,东南风 3-4级,北风,3-4级,东南风,3-4级
2014年09月05日,多云 /阴,28℃ / 21℃,东南风 3-4级 /东风 3-4级,多云,阴,28,21,东南风 3-4级,东风 3-4级,东南风,3-4级,东风,3-4级
2014年09月06日,晴 /多云,29℃ / 20℃,东风 3-4级 /东风 3-4级,晴,多云,29,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月07日,多云 /多云,29℃ / 21℃,东风 3-4级 /东风 3-4级,多云,多云,29,21,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月08日,多云 /多云,28℃ / 21℃,东风 3-4级 /东风 3-4级,多云,多云,28,21,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月09日,阴 /阴,29℃ / 22℃,东风 3-4级 /东风 3-4级,阴,阴,29,22,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月10日,多云 /阴,28℃ / 20℃,东风 3-4级 /东风 3-4级,多云,阴,28,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月11日,阴 /小雨,28℃ / 19℃,东风 3-4级 /东风 3-4级,阴,小雨,28,19,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月12日,中雨 /小雨,22℃ / 18℃,东风 3-4级 /东风 3-4级,中雨,小雨,22,18,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月13日,阴 /多云,24℃ / 20℃,东风 3-4级 /东风 3-4级,阴,多云,24,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月14日,多云 /多云,27℃ / 20℃,东风 3-4级 /东风 3-4级,多云,多云,27,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月15日,阴 /阴,26℃ / 20℃,东风 3-4级 /东风 3-4级,阴,阴,26,20,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月16日,阴 /阴,24℃ / 19℃,东北风 3-4级 /东风 3-4级,阴,阴,24,19,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年09月17日,小雨 /大雨,25℃ / 18℃,东风 3-4级 /东风 3-4级,小雨,大雨,25,18,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月18日,小雨 /小雨,21℃ / 17℃,东风 3-4级 /北风 3-4级,小雨,小雨,21,17,东风 3-4级,北风 3-4级,东风,3-4级,北风,3-4级
2014年09月19日,阴 /多云,23℃ / 17℃,北风 3-4级 /东风 3-4级,阴,多云,23,17,北风 3-4级,东风 3-4级,北风,3-4级,东风,3-4级
2014年09月20日,晴 /晴,26℃ / 18℃,东风 3-4级 /东风 3-4级,晴,晴,26,18,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年09月21日,多云 /晴,26℃ / 19℃,东北风 3-4级 /东风 3-4级,多云,晴,26,19,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年09月22日,晴 /小雨,26℃ / 20℃,东北风 4-5级 /东风 4-5级,晴,小雨,26,20,东北风 4-5级,东风 4-5级,东北风,4-5级,东风,4-5级
2014年09月23日,中雨 /小雨,26℃ / 21℃,东北风 4-5级 /东北风 4-5级,中雨,小雨,26,21,东北风 4-5级,东北风 4-5级,东北风,4-5级,东北风,4-5级
2014年09月24日,多云 /多云,26℃ / 18℃,北风 3-4级 /北风 3-4级,多云,多云,26,18,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年09月25日,多云 /多云,26℃ / 19℃,东北风 3-4级 /东风 3-4级,多云,多云,26,19,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年09月26日,阴 /晴,24℃ / 19℃,无持续风向 ≤3级 /东风 3-4级,阴,晴,24,19,无持续风向 ≤3级,东风 3-4级,无持续风向,≤3级,东风,3-4级
2014年09月27日,多云 /小雨,26℃ / 20℃,东南风 3-4级 /东南风 4-5级,多云,小雨,26,20,东南风 3-4级,东南风 4-5级,东南风,3-4级,东南风,4-5级
2014年09月28日,中雨 /中雨,26℃ / 21℃,东南风 4-5级 /东南风 4-5级,中雨,中雨,26,21,东南风 4-5级,东南风 4-5级,东南风,4-5级,东南风,4-5级
2014年09月29日,小雨 /阴,25℃ / 17℃,东北风 4-5级 /北风 4-5级,小雨,阴,25,17,东北风 4-5级,北风 4-5级,东北风,4-5级,北风,4-5级
2014年09月30日,多云 /晴,22℃ / 12℃,东北风 5-6级 /东北风 3-4级,多云,晴,22,12,东北风 5-6级,东北风 3-4级,东北风,5-6级,东北风,3-4级
2014年10月01日,晴 /多云,24℃ / 15℃,东风 3-4级 /西风 3-4级,晴,多云,24,15,东风 3-4级,西风 3-4级,东风,3-4级,西风,3-4级
2014年10月02日,多云 /多云,25℃ / 16℃,西风 3-4级 /西北风 3-4级,多云,多云,25,16,西风 3-4级,西北风 3-4级,西风,3-4级,西北风,3-4级
2014年10月03日,晴 /晴,24℃ / 13℃,东北风 4-5级 /东北风 3-4级,晴,晴,24,13,东北风 4-5级,东北风 3-4级,东北风,4-5级,东北风,3-4级
2014年10月04日,晴 /晴,24℃ / 15℃,东风 3-4级 /东北风 3-4级,晴,晴,24,15,东风 3-4级,东北风 3-4级,东风,3-4级,东北风,3-4级
2014年10月05日,多云 /晴,24℃ / 15℃,东北风 4-5级 /东北风 4-5级,多云,晴,24,15,东北风 4-5级,东北风 4-5级,东北风,4-5级,东北风,4-5级
2014年10月06日,晴 /晴,22℃ / 12℃,东北风 4-5级 /东风 3-4级,晴,晴,22,12,东北风 4-5级,东风 3-4级,东北风,4-5级,东风,3-4级
2014年10月07日,多云 /多云,24℃ / 12℃,东风 3-4级 /东风 3-4级,多云,多云,24,12,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年10月08日,晴 /多云,24℃ / 14℃,东南风 3-4级 /东风 3-4级,晴,多云,24,14,东南风 3-4级,东风 3-4级,东南风,3-4级,东风,3-4级
2014年10月09日,多云 /多云,24℃ / 15℃,东风 3-4级 /东风 3-4级,多云,多云,24,15,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年10月10日,多云 /多云,24℃ / 15℃,东北风 3-4级 /东北风 3-4级,多云,多云,24,15,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年10月11日,多云 /多云,25℃ / 16℃,东北风 3-4级 /东北风 4-5级,多云,多云,25,16,东北风 3-4级,东北风 4-5级,东北风,3-4级,东北风,4-5级
2014年10月12日,晴 /阴,24℃ / 14℃,东北风 4-5级 /北风 5-6级,晴,阴,24,14,东北风 4-5级,北风 5-6级,东北风,4-5级,北风,5-6级
2014年10月13日,多云 /晴,19℃ / 10℃,北风 5-6级 /北风 4-5级,多云,晴,19,10,北风 5-6级,北风 4-5级,北风,5-6级,北风,4-5级
2014年10月14日,晴 /晴,19℃ / 7℃,北风 3-4级 /西南风 3-4级,晴,晴,19,7,北风 3-4级,西南风 3-4级,北风,3-4级,西南风,3-4级
2014年10月15日,晴 /晴,22℃ / 12℃,西南风 3-4级 /西南风 3-4级,晴,晴,22,12,西南风 3-4级,西南风 3-4级,西南风,3-4级,西南风,3-4级
2014年10月16日,多云 /晴,23℃ / 13℃,东风 3-4级 /东南风 3-4级,多云,晴,23,13,东风 3-4级,东南风 3-4级,东风,3-4级,东南风,3-4级
2014年10月17日,晴 /晴,24℃ / 12℃,东南风 3-4级 /东南风 3-4级,晴,晴,24,12,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年10月18日,晴 /多云,24℃ / 16℃,东南风 3-4级 /东南风 3-4级,晴,多云,24,16,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年10月19日,阴 /阴,24℃ / 17℃,南风 3-4级 /东风 3-4级,阴,阴,24,17,南风 3-4级,东风 3-4级,南风,3-4级,东风,3-4级
2014年10月20日,小雨 /小雨,22℃ / 16℃,东风 3-4级 /东北风 3-4级,小雨,小雨,22,16,东风 3-4级,东北风 3-4级,东风,3-4级,东北风,3-4级
2014年10月21日,小雨 /阴,19℃ / 13℃,北风 4-5级 /北风 4-5级,小雨,阴,19,13,北风 4-5级,北风 4-5级,北风,4-5级,北风,4-5级
2014年10月22日,晴 /晴,21℃ / 10℃,北风 3-4级 /东南风 3-4级,晴,晴,21,10,北风 3-4级,东南风 3-4级,北风,3-4级,东南风,3-4级
2014年10月23日,多云 /多云,22℃ / 12℃,南风 3-4级 /南风 3-4级,多云,多云,22,12,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年10月24日,晴 /多云,24℃ / 13℃,南风 3-4级 /南风 3-4级,晴,多云,24,13,南风 3-4级,南风 3-4级,南风,3-4级,南风,3-4级
2014年10月25日,晴 /晴,25℃ / 14℃,东南风 3-4级 /西南风 3-4级,晴,晴,25,14,东南风 3-4级,西南风 3-4级,东南风,3-4级,西南风,3-4级
2014年10月26日,晴 /多云,26℃ / 14℃,西南风 3-4级 /东北风 4-5级,晴,多云,26,14,西南风 3-4级,东北风 4-5级,西南风,3-4级,东北风,4-5级
2014年10月27日,晴 /多云,19℃ / 10℃,东北风 3-4级 /东风 3-4级,晴,多云,19,10,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年10月28日,多云 /阴,21℃ / 14℃,东南风 3-4级 /东风 3-4级,多云,阴,21,14,东南风 3-4级,东风 3-4级,东南风,3-4级,东风,3-4级
2014年10月29日,小雨 /阴,19℃ / 16℃,东南风 3-4级 /东南风 3-4级,小雨,阴,19,16,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年10月30日,小雨 /小雨,19℃ / 17℃,东风 3-4级 /东风 3-4级,小雨,小雨,19,17,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年10月31日,小雨 /阴,19℃ / 16℃,东风 3-4级 /东北风 3-4级,小雨,阴,19,16,东风 3-4级,东北风 3-4级,东风,3-4级,东北风,3-4级
2014年11月01日,小雨 /小雨,19℃ / 13℃,西北风 3-4级 /北风 4-5级,小雨,小雨,19,13,西北风 3-4级,北风 4-5级,西北风,3-4级,北风,4-5级
2014年11月02日,晴 /晴,16℃ / 5℃,北风 5-6级 /西北风 3-4级,晴,晴,16,5,北风 5-6级,西北风 3-4级,北风,5-6级,西北风,3-4级
2014年11月03日,晴 /多云,16℃ / 4℃,西风 3-4级 /西风 3-4级,晴,多云,16,4,西风 3-4级,西风 3-4级,西风,3-4级,西风,3-4级
2014年11月04日,晴 /多云,18℃ / 9℃,南风 3-4级 /东南风 3-4级,晴,多云,18,9,南风 3-4级,东南风 3-4级,南风,3-4级,东南风,3-4级
2014年11月05日,阴 /阴,19℃ / 10℃,西风 3-4级 /北风 4-5级,阴,阴,19,10,西风 3-4级,北风 4-5级,西风,3-4级,北风,4-5级
2014年11月06日,多云 /多云,19℃ / 9℃,东北风 3-4级 /东北风 3-4级,多云,多云,19,9,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月07日,多云 /阴,15℃ / 10℃,东北风 3-4级 /东北风 3-4级,多云,阴,15,10,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月08日,阴 /多云,15℃ / 7℃,东北风 3-4级 /东北风 3-4级,阴,多云,15,7,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月09日,多云 /多云,17℃ / 7℃,东北风 3-4级 /东北风 3-4级,多云,多云,17,7,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月10日,多云 /多云,17℃ / 8℃,东北风 3-4级 /东风 3-4级,多云,多云,17,8,东北风 3-4级,东风 3-4级,东北风,3-4级,东风,3-4级
2014年11月11日,多云 /阴,18℃ / 7℃,西南风 3-4级 /北风 3-4级,多云,阴,18,7,西南风 3-4级,北风 3-4级,西南风,3-4级,北风,3-4级
2014年11月12日,晴 /晴,14℃ / 3℃,北风 4-5级 /北风 3-4级,晴,晴,14,3,北风 4-5级,北风 3-4级,北风,4-5级,北风,3-4级
2014年11月13日,晴 /晴,13℃ / 2℃,西北风 3-4级 /西风 3-4级,晴,晴,13,2,西北风 3-4级,西风 3-4级,西北风,3-4级,西风,3-4级
2014年11月14日,晴 /多云,15℃ / 5℃,西风 3-4级 /东南风 3-4级,晴,多云,15,5,西风 3-4级,东南风 3-4级,西风,3-4级,东南风,3-4级
2014年11月15日,小雨 /小雨,15℃ / 7℃,东南风 3-4级 /东南风 3-4级,小雨,小雨,15,7,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年11月16日,多云 /晴,16℃ / 5℃,西北风 3-4级 /北风 3-4级,多云,晴,16,5,西北风 3-4级,北风 3-4级,西北风,3-4级,北风,3-4级
2014年11月17日,晴 /晴,14℃ / 2℃,北风 3-4级 /北风 3-4级,晴,晴,14,2,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年11月18日,晴 /晴,14℃ / 4℃,北风 3-4级 /东风 3-4级,晴,晴,14,4,北风 3-4级,东风 3-4级,北风,3-4级,东风,3-4级
2014年11月19日,多云 /阴,15℃ / 6℃,东南风 3-4级 /东南风 3-4级,多云,阴,15,6,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年11月20日,多云 /多云,18℃ / 9℃,东南风 3-4级 /南风 3-4级,多云,多云,18,9,东南风 3-4级,南风 3-4级,东南风,3-4级,南风,3-4级
2014年11月21日,多云 /多云,20℃ / 10℃,东风 3-4级 /东风 3-4级,多云,多云,20,10,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年11月22日,阴 /小雨,18℃ / 13℃,东北风 3-4级 /东北风 3-4级,阴,小雨,18,13,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月23日,小雨 /中雨,19℃ / 11℃,东北风 3-4级 /东北风 3-4级,小雨,中雨,19,11,东北风 3-4级,东北风 3-4级,东北风,3-4级,东北风,3-4级
2014年11月24日,中雨 /小雨,13℃ / 9℃,东北风 3-4级 /东北风 4-5级,中雨,小雨,13,9,东北风 3-4级,东北风 4-5级,东北风,3-4级,东北风,4-5级
2014年11月25日,多云 /多云,13℃ / 5℃,北风 3-4级 /北风 3-4级,多云,多云,13,5,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年11月26日,晴 /多云,16℃ / 7℃,南风 3-4级 /东南风 3-4级,晴,多云,16,7,南风 3-4级,东南风 3-4级,南风,3-4级,东南风,3-4级
2014年11月27日,小雨 /小雨,17℃ / 11℃,东南风 3-4级 /西北风 4-5级,小雨,小雨,17,11,东南风 3-4级,西北风 4-5级,东南风,3-4级,西北风,4-5级
2014年11月28日,阴 /阴,14℃ / 8℃,西北风 4-5级 /东风 3-4级,阴,阴,14,8,西北风 4-5级,东风 3-4级,西北风,4-5级,东风,3-4级
2014年11月29日,小雨 /中雨,14℃ / 10℃,东风 3-4级 /北风 5-6级,小雨,中雨,14,10,东风 3-4级,北风 5-6级,东风,3-4级,北风,5-6级
2014年11月30日,小雨 /多云,14℃ / 2℃,北风 4-5级 /北风 4-5级,小雨,多云,14,2,北风 4-5级,北风 4-5级,北风,4-5级,北风,4-5级
2014年12月01日,晴 /晴,4℃ / -4℃,北风 4-5级 /西北风 3-4级,晴,晴,4,-4,北风 4-5级,西北风 3-4级,北风,4-5级,西北风,3-4级
2014年12月02日,晴 /多云,5℃ / -3℃,西北风 3-4级 /西北风 3-4级,晴,多云,5,-3,西北风 3-4级,西北风 3-4级,西北风,3-4级,西北风,3-4级
2014年12月03日,阴 /晴,4℃ / -3℃,西北风 3-4级 /西北风 4-5级,阴,晴,4,-3,西北风 3-4级,西北风 4-5级,西北风,3-4级,西北风,4-5级
2014年12月04日,晴 /晴,5℃ / -3℃,西北风 4-5级 /北风 3-4级,晴,晴,5,-3,西北风 4-5级,北风 3-4级,西北风,4-5级,北风,3-4级
2014年12月05日,晴 /晴,7℃ / -2℃,北风 3-4级 /西北风 3-4级,晴,晴,7,-2,北风 3-4级,西北风 3-4级,北风,3-4级,西北风,3-4级
2014年12月06日,晴 /阴,9℃ / 1℃,东南风 3-4级 /西风 3-4级,晴,阴,9,1,东南风 3-4级,西风 3-4级,东南风,3-4级,西风,3-4级
2014年12月07日,多云 /晴,11℃ / 0℃,西风 3-4级 /北风 3-4级,多云,晴,11,0,西风 3-4级,北风 3-4级,西风,3-4级,北风,3-4级
2014年12月08日,晴 /多云,9℃ / 2℃,北风 3-4级 /东北风 3-4级,晴,多云,9,2,北风 3-4级,东北风 3-4级,北风,3-4级,东北风,3-4级
2014年12月09日,阴 /阴,8℃ / 4℃,东风 3-4级 /东风 3-4级,阴,阴,8,4,东风 3-4级,东风 3-4级,东风,3-4级,东风,3-4级
2014年12月10日,小雨 /阴,8℃ / 1℃,北风 3-4级 /北风 3-4级,小雨,阴,8,1,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年12月11日,多云 /晴,7℃ / -2℃,北风 3-4级 /北风 3-4级,多云,晴,7,-2,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年12月12日,晴 /晴,7℃ / -3℃,北风 3-4级 /北风 3-4级,晴,晴,7,-3,北风 3-4级,北风 3-4级,北风,3-4级,北风,3-4级
2014年12月13日,晴 /晴,7℃ / -3℃,东南风 3-4级 /东南风 3-4级,晴,晴,7,-3,东南风 3-4级,东南风 3-4级,东南风,3-4级,东南风,3-4级
2014年12月14日,晴 /阴,9℃ / 1℃,东南风 3-4级 /南风 4-5级,晴,阴,9,1,东南风 3-4级,南风 4-5级,东南风,3-4级,南风,4-5级
2014年12月15日,阴 /多云,8℃ / -1℃,北风 4-5级 /北风 4-5级,阴,多云,8,-1,北风 4-5级,北风 4-5级,北风,4-5级,北风,4-5级
2014年12月16日,晴 /晴,4℃ / -4℃,北风 4-5级 /北风 3-4级,晴,晴,4,-4,北风 4-5级,北风 3-4级,北风,4-5级,北风,3-4级
2014年12月17日,晴 /晴,5℃ / -5℃,西北风 3-4级 /西风 3-4级,晴,晴,5,-5,西北风 3-4级,西风 3-4级,西北风,3-4级,西风,3-4级
2014年12月18日,多云 /多云,9℃ / 1℃,西南风 3-4级 /西南风 3-4级,多云,多云,9,1,西南风 3-4级,西南风 3-4级,西南风,3-4级,西南风,3-4级
2014年12月19日,多云 /多云,10℃ / 0℃,南风 3-4级 /北风 3-4级,多云,多云,10,0,南风 3-4级,北风 3-4级,南风,3-4级,北风,3-4级
2014年12月20日,多云 /多云,6℃ / -2℃,北风 4-5级 /北风 4-5级,多云,多云,6,-2,北风 4-5级,北风 4-5级,北风,4-5级,北风,4-5级
2014年12月21日,晴 /晴,5℃ / -5℃,北风 3-4级 /西北风 3-4级,晴,晴,5,-5,北风 3-4级,西北风 3-4级,北风,3-4级,西北风,3-4级
